soc_code,title,element_id,element_name,importance,level,importance_score,level_score,priority_score,osca_id,osca_occupation_title,osca_match_score
15-1231.00,Computer Network Support Specialists,2.B.3.k,Troubleshooting,3.12,3.12,53.0,44.57,48.83,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.1.f,Service Orientation,3.12,3.12,53.0,44.57,48.83,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.4.h,Systems Evaluation,3.0,3.25,50.0,46.43,48.23,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.3.g,Operations Monitoring,3.0,3.12,50.0,44.57,47.31,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.4.g,Systems Analysis,3.0,3.0,50.0,42.86,46.47,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.5.a,Time Management,3.0,3.0,50.0,42.86,46.47,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.1.a,Social Perceptiveness,3.12,2.75,53.0,39.29,46.22,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.3.m,Quality Control Analysis,2.88,3.12,47.0,44.57,45.8,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.3.g,Operations Monitoring,3.0,2.88,50.0,41.14,45.62,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.3.k,Troubleshooting,3.0,2.88,50.0,41.14,45.62,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.3.l,Repairing,2.88,3.0,47.0,42.86,44.95,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.3.m,Quality Control Analysis,2.88,3.0,47.0,42.86,44.95,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.4.h,Systems Evaluation,2.88,3.0,47.0,42.86,44.95,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.3.d,Installation,2.75,3.12,43.75,44.57,44.16,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.1.a,Social Perceptiveness,2.88,2.88,47.0,41.14,44.1,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.1.b,Coordination,2.88,2.88,47.0,41.14,44.1,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.3.h,Operation and Control,2.88,2.88,47.0,41.14,44.1,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.5.a,Time Management,3.0,2.62,50.0,37.43,43.78,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.1.e,Instructing,2.62,3.25,40.5,46.43,43.43,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.1.b,Coordination,2.75,2.75,43.75,39.29,41.54,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.3.j,Equipment Maintenance,2.62,2.75,40.5,39.29,39.9,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.1.f,Service Orientation,2.5,2.88,37.5,41.14,39.3,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.3.c,Equipment Selection,2.5,2.75,37.5,39.29,38.39,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.1.c,Persuasion,2.62,2.38,40.5,34.0,37.28,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.3.a,Operations Analysis,2.38,2.62,34.5,37.43,35.95,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.1.c,Persuasion,2.25,2.62,31.25,37.43,34.31,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.1.d,Negotiation,2.38,2.38,34.5,34.0,34.25,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.5.d,Management of Personnel Resources,2.38,2.38,34.5,34.0,34.25,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.5.d,Management of Personnel Resources,2.25,2.25,31.25,32.14,31.69,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.3.d,Installation,2.25,2.12,31.25,30.29,30.78,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.1.d,Negotiation,2.25,2.0,31.25,28.57,29.92,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.3.e,Programming,2.25,2.0,31.25,28.57,29.92,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.3.j,Equipment Maintenance,2.12,2.0,28.0,28.57,28.28,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.3.l,Repairing,2.12,2.0,28.0,28.57,28.28,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.3.e,Programming,2.25,1.75,31.25,25.0,28.16,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.3.h,Operation and Control,2.0,2.12,25.0,30.29,27.62,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.3.b,Technology Design,2.12,1.88,28.0,26.86,27.44,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.3.a,Operations Analysis,1.88,1.88,22.0,26.86,24.4,313112,ICT Customer Support Officer,83.5
15-1231.00,Computer Network Support Specialists,2.B.5.c,Management of Material Resources,2.0,1.62,25.0,23.14,24.08,313112,ICT Customer Support Officer,83.5
15-1232.00,Computer User Support Specialists,2.B.3.b,Technology Design,2.0,1.62,25.0,23.14,24.08,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.3.c,Equipment Selection,1.88,1.75,22.0,25.0,23.48,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.5.c,Management of Material Resources,1.88,1.0,22.0,14.29,18.19,313112,ICT Customer Support Officer,95.0
15-1232.00,Computer User Support Specialists,2.B.5.b,Management of Financial Resources,1.62,0.62,15.5,8.86,12.22,313112,ICT Customer Support Officer,95.0
15-1231.00,Computer Network Support Specialists,2.B.5.b,Management of Financial Resources,1.5,0.75,12.5,10.71,11.61,313112,ICT Customer Support Officer,83.5
15-1299.01,Web Administrators,2.B.2.i,Complex Problem Solving,3.75,3.88,68.75,55.43,62.16,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.4.e,Judgment and Decision Making,3.38,3.38,59.5,48.29,53.95,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.4.h,Systems Evaluation,3.38,3.38,59.5,48.29,53.95,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.4.g,Systems Analysis,3.25,3.38,56.25,48.29,52.31,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.1.e,Instructing,3.0,3.62,50.0,51.71,50.85,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.m,Quality Control Analysis,3.12,3.38,53.0,48.29,50.67,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.1.b,Coordination,3.0,3.25,50.0,46.43,48.23,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.5.a,Time Management,3.0,3.12,50.0,44.57,47.31,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.e,Programming,3.12,2.88,53.0,41.14,47.13,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.a,Operations Analysis,2.75,3.5,43.75,50.0,46.84,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.1.a,Social Perceptiveness,2.88,3.0,47.0,42.86,44.95,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.1.f,Service Orientation,2.88,2.88,47.0,41.14,44.1,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.k,Troubleshooting,2.5,3.0,37.5,42.86,40.15,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.1.d,Negotiation,2.5,2.75,37.5,39.29,38.39,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.1.c,Persuasion,2.5,2.62,37.5,37.43,37.47,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.5.d,Management of Personnel Resources,2.62,2.12,40.5,30.29,35.45,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.b,Technology Design,2.38,2.25,34.5,32.14,33.33,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.g,Operations Monitoring,2.38,2.25,34.5,32.14,33.33,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.5.b,Management of Financial Resources,2.0,1.75,25.0,25.0,25.0,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.5.c,Management of Material Resources,1.88,1.38,22.0,19.71,20.87,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.c,Equipment Selection,1.75,1.38,18.75,19.71,19.22,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.h,Operation and Control,1.75,1.12,18.75,16.0,17.39,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.d,Installation,1.62,1.0,15.5,14.29,14.9,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.j,Equipment Maintenance,1.12,0.12,3.0,1.71,2.36,313113,Web Administrator,98.0
15-1299.01,Web Administrators,2.B.3.l,Repairing,1.12,0.12,3.0,1.71,2.36,313113,Web Administrator,98.0
