anzsco_code,occupation,task
142114,Hair and Beauty Salon Managers,"Controls selection, training and supervision of staff."
142114,Hair and Beauty Salon Managers,Ensures compliance with occupational health and safety regulations.
142115,Post Office Managers,"Determines product mix, stock levels and service standards."
142115,Post Office Managers,"Formulates and implements purchasing and marketing policies, and sets prices."
142115,Post Office Managers,Promotes and advertises the establishment's goods and services.
142115,Post Office Managers,Sells goods and services to customers and advises them on product use.
142115,Post Office Managers,Maintains records of stock levels and financial transactions.
142115,Post Office Managers,Undertakes budgeting for the establishment.
142115,Post Office Managers,"Controls selection, training and supervision of staff."
142115,Post Office Managers,Ensures compliance with occupational health and safety regulations.
142116,Travel Agency Managers,Determines product structure and service standards.
142116,Travel Agency Managers,"Formulates and implements purchasing and marketing policies, and sets prices."
142116,Travel Agency Managers,Promotes and advertises the establishment's goods and services.
142116,Travel Agency Managers,Sells services to customers.
142116,Travel Agency Managers,Keeps track of product availability (e.g. tour packages) and financial transactions.
142116,Travel Agency Managers,Undertakes budgeting for the establishment.
142116,Travel Agency Managers,"Controls selection, training and supervision of staff."
142116,Travel Agency Managers,Ensures compliance with occupational health and safety regulations.
149111,Amusement Centre Managers,"Plans and organises the range and mix of entertainment, attractions and amusement machines to be offered by the centre."
149111,Amusement Centre Managers,Organises publicity to promote facilities and attract clients.
149111,Amusement Centre Managers,Schedules games and competitions.
149111,Amusement Centre Managers,"Selects, trains and supervises staff."
149111,Amusement Centre Managers,Ensures facilities are properly maintained and conform to safety standards.
149112,Fitness Centre Managers,Plans and organises the range and mix of fitness programmes to be offered by the centre.
149112,Fitness Centre Managers,Organises publicity to promote facilities and attract clients.
149112,Fitness Centre Managers,"Selects, trains and supervises staff."
149112,Fitness Centre Managers,Ensures facilities are properly maintained and conform to safety standards.
149112,Fitness Centre Managers,"May undertake coaching, fitness instruction and training of clients."
149113,Sports Centre Managers,Organises publicity to promote facilities and attract clients.
149113,Sports Centre Managers,"Selects, trains and supervises staff."
149113,Sports Centre Managers,Schedules games and competitions.
149113,Sports Centre Managers,Ensures facilities are properly maintained and conform to safety standards.
149113,Sports Centre Managers,May plan and organise catering facilities.
149212,Customer Service Managers,"Plans and implements after-sales services to follow up customer satisfaction, ensure performance of goods purchased, and modify or improve services provided."
149212,Customer Service Managers,"Liaises with other organisational units, service agents and customers to identify and respond to customer expectations."
149212,Customer Service Managers,May work in a call centre.
149411,Fleet Managers,"Organises the purchase and maintenance of transport vehicles, equipment and fuel."
149411,Fleet Managers,"Liaises with clients to determine requirements and provide customers with advice and information regarding vehicle type, purchase or hire rates and obligations and handling complaints."
149411,Fleet Managers,"Receives orders and bookings, and plans and implements transportation schedules."
149411,Fleet Managers,Arranges collection and delivery of vehicles and goods.
149411,Fleet Managers,Maintains business records and prepares operational statements and reports.
149412,Railway Station Managers,"Co-ordinates activities associated with the arrival, departure, loading and unloading of trains."
149412,Railway Station Managers,Ensures compliance with occupational health and safety regulations.
149413,Transport Company Managers,"Organises the purchase and maintenance of transport vehicles, equipment and fuel."
149413,Transport Company Managers,"Liaises with clients to determine requirements and provide customers with advice and information regarding vehicle type, purchase or hire rates and obligations, as well as handling complaints."
149413,Transport Company Managers,"Receives orders and bookings, and plans and implements transportation schedules."
149413,Transport Company Managers,Ensures goods are stored and transported in conditions that will maintain their quality.
149413,Transport Company Managers,Arranges collection and delivery of vehicles and goods.
149413,Transport Company Managers,Maintains business records and prepares operational statements and reports.
149413,Transport Company Managers,Ensuring compliance with occupational health and safety regulations.
149911,Boarding Kennel and Cattery Operators,Directs and oversees reservation.
149911,Boarding Kennel and Cattery Operators,"Organises the feeding, bathing and grooming of animals at their facility."
149911,Boarding Kennel and Cattery Operators,Detects illnesses and injuries and arranges appropriate treatment.
149911,Boarding Kennel and Cattery Operators,Plans and supervises animal activities.
149911,Boarding Kennel and Cattery Operators,Assesses and reviews customer satisfaction.
149911,Boarding Kennel and Cattery Operators,Oversees accounting and purchasing activities.
149911,Boarding Kennel and Cattery Operators,Ensures compliance with appropriate legislation.
149911,Boarding Kennel and Cattery Operators,Trains staff.
149912,Cinema and Theatre Managers,"Develops and implements programmes to enhance the physical, social, emotional and intellectual development of young children."
149912,Cinema and Theatre Managers,"Provides care for children in before-school, after-school, day, and vacation care centres."
149912,Cinema and Theatre Managers,Directs and supervises child carers in providing care and supervision for young children.
149912,Cinema and Theatre Managers,"Ensure the centre is a safe area for children, staff and visitors."
149912,Cinema and Theatre Managers,Comply with relevant government requirements and standards.
149912,Cinema and Theatre Managers,Liaises with parents.
149912,Cinema and Theatre Managers,Maintains records and accounts for the centre.
149912,Cinema and Theatre Managers,Recruits staff and co-ordinates professional development.
149913,Facilities Managers,"Plans, organises, co-ordinates and oversees (generally through subordinate managers or supervisors) administrative and operational activities of a facility."
149913,Facilities Managers,"Co-ordinates the implementation of repairs, maintenance and renovations, as well as compiling reports on operating expenses and income."
149913,Facilities Managers,May hire other support staff.
149914,Bank Managers and Branch Managers,"Plans, organises and co-ordinates budgeting, accounting and expenditure control systems."
149914,Bank Managers and Branch Managers,"Plans and directs the collection of financial and accounting information and the preparation of budgets, reports and statutory returns."
149914,Bank Managers and Branch Managers,"Presents budget proposals to governing body, advising on the most effective use of resources and financing of capital expenditure and interpreting implications for business performance and funding."
149914,Bank Managers and Branch Managers,Oversees operations of the institution often through subordinates.
149915,Equipment Hire Managers,Organises and controls the work of supervisors and staff and may direct the engagement and training of staff.
149915,Equipment Hire Managers,"Interviews commercial travellers, visits showrooms and undertakes buying missions."
149915,Equipment Hire Managers,Analyses market information concerning current and future changes in supply and demand for goods.
149915,Equipment Hire Managers,"Makes purchasing, advertising, sales and credit policy decisions, and devises sales promotion methods."
149915,Equipment Hire Managers,Oversees the day to day operations of the business often through delegation to subordinates.
211111,Actors,"Reads scripts and undertakes research to gain understanding of parts, themes and characterisations."
211111,Actors,"Learns lines and cues, rehearses parts, and applies vocal and movement skills to the development of characterisation."
211111,Actors,Prepares for performances through rehearsals under the instruction and guidance of production directors.
211111,Actors,"Acts parts and portrays roles as developed through rehearsals into film, television, radio and stage productions."
211111,Actors,Travels between entertainment venues.
211112,Dancers and Choreographers,Practises dance routines and interprets the choreographic content of the production.
211112,Dancers and Choreographers,"Performs dances for audience entertainment, co-ordinates body movements and facial expression, usually with musical accompaniment."
211112,Dancers and Choreographers,Composes and notates ballet compositions and other dance routines.
211112,Dancers and Choreographers,Creates and performs individual performance routines.
211112,Dancers and Choreographers,"Rehearses, auditions and travels between entertainment venues."
211113,Entertainers and Variety Artists,"Creates and performs individual performance routines that can include acting, singing, dancing and speaking."
211113,Entertainers and Variety Artists,"Rehearses, auditions and travels between entertainment venues."
211199,"Other Actors, Dancers and Entertainers","Learns lines, speeches and cues."
211199,"Other Actors, Dancers and Entertainers",Prepares for performances through rehearsals under the instruction and guidance of production directors.
211199,"Other Actors, Dancers and Entertainers",Acts parts and portrays roles as developed in rehearsals.
211199,"Other Actors, Dancers and Entertainers","Performs acts, stunts or plays music for audience's entertainment."
211199,"Other Actors, Dancers and Entertainers",Gives speeches to audiences at conferences and other events.
211199,"Other Actors, Dancers and Entertainers",Creates and performs individual performance routines.
211199,"Other Actors, Dancers and Entertainers","Rehearses, auditions and travels between venues."
211211,Composers,"Creates melodic, harmonic and rhythmic structures to express ideas and emotions in musical form."
211211,Composers,Translates ideas and concepts into standard musical signs and symbols for reproduction and performance.
211211,Composers,"Undertakes research and liaises with clients when composing musical backing for television commercials, popular recordings, and productions across radio, television and film."
211212,Music Directors,Auditions and selects musicians and singers.
211212,Music Directors,Selects music for performances and assigns instrumental parts to musicians.
211212,Music Directors,"Directs musical groups at rehearsals and performances to achieve desired effects such as tonal and harmonic balance, rhythm and tempo."
211213,Musicians,Studies and rehearses repertoire and musical scores prior to performances.
211213,Musicians,"Plays music in recitals, as an accompanist, or as a member of an orchestra, band or other musical group, from score and by memory."
211213,Musicians,"Performs music and songs according to interpretation, direction and style of presentation, using highly developed aural skills to reproduce music."
211214,Singers,Studies and rehearses repertoire and musical scores prior to performances.
211214,Singers,"Plays music in recitals, as an accompanist, or as a member of an orchestra, band or other musical group, from score and by memory."
211214,Singers,"Performs music and songs according to interpretation, direction and style of presentation, using highly developed aural skills to reproduce music."
211299,Other Music Professionals,"Studies and compares repertoires, instruments and musical scores."
211299,Other Music Professionals,Researches the origins of music and its instruments.
211299,Other Music Professionals,Gathers information in relation to music and creates written reports.
211411,Painters (Visual Arts),"Conceives and develops ideas, designs and styles for paintings and drawings."
211411,Painters (Visual Arts),"Arranges objects, positions models, and selects landscapes and other visual forms according to chosen subject matter."
211411,Painters (Visual Arts),"Selects artistic media, method and materials."
211411,Painters (Visual Arts),Applies media to surfaces using appropriate techniques.
211412,Potters and Ceramic Artists,"Selects artistic media, method and materials."
211412,Potters and Ceramic Artists,"Moulds clay into functional and artistic articles by wheel-throwing, moulding and hand-building."
211412,Potters and Ceramic Artists,Mixes glazing materials and applies glazes to dried pottery by dipping and painting.
211412,Potters and Ceramic Artists,Places finished and decorated pieces in kilns.
211413,Sculptors,"Conceives and develops ideas, designs and styles for sculptures."
211413,Sculptors,"Sketches designs of proposed sculptures, and makes wax and plaster models."
211413,Sculptors,"Devises forms from metal using welding and metalworking equipment, and from stone using masonry tools."
211413,Sculptors,Carves and forms materials to desired shape using hand and power tools.
211499,Other Visual Arts or Crafts Professionals,"Conceives and develops ideas, designs and styles for artistic works."
211499,Other Visual Arts or Crafts Professionals,"Arranges objects, positions models, and selects landscapes and other visual forms according to chosen subject matter."
211499,Other Visual Arts or Crafts Professionals,"Selects artistic media, method and materials."
211499,Other Visual Arts or Crafts Professionals,Applies media to surfaces using appropriate techniques.
212111,Artistic Directors,"Manages artistic and media productions to meet quality, cost and timing specifications."
212111,Artistic Directors,Formulates and develops organisations' artistic policies and selects and plans organisations' artistic programs.
212111,Artistic Directors,Hiring and managing artistic staff.
212112,Media Producers,"Controls the use of media production facilities such as studios and editing equipment, stage and film equipment and rehearsal time."
212112,Media Producers,"Directs the formulation of media production strategies, policies and plans."
212113,Radio Presenters,Researches and prepares for programmes and interviews.
212113,Radio Presenters,Prepare scripts.
212113,Radio Presenters,Operates studio equipment.
212113,Radio Presenters,"Introduces programmes, music, entertainment items, guests and celebrities."
212113,Radio Presenters,Hosts talkback shows.
212113,Radio Presenters,Interviews people.
212113,Radio Presenters,"Reads news, sports or weather reports."
212113,Radio Presenters,Provides a commentary on live sporting or other events.
212113,Radio Presenters,"Presents opinions on sports, politics, social and economic matters."
212113,Radio Presenters,Organises and presents on-air competitions.
212113,Radio Presenters,Makes community announcements.
212113,Radio Presenters,Reads advertisements.
212113,Radio Presenters,Presents advertisement interviews (advertorials) with advertising clients.
212113,Radio Presenters,Meets with clients to discuss advertorials.
212113,Radio Presenters,Hosts outside events such as community events and competitions.
212114,Television Presenters,Researches and prepares for programmes and interviews.
212114,Television Presenters,Finds guests to appear on the show.
212114,Television Presenters,Prepares scripts.
212114,Television Presenters,Attends production meetings.
212114,Television Presenters,"Hosts game shows, current affairs, sports, arts or educational programmes."
212114,Television Presenters,"Introduces programmes, music, entertainment items, guests and celebrities."
212114,Television Presenters,Interviews people.
212114,Television Presenters,"Reads news, sports or weather reports commonly using an autocue."
212114,Television Presenters,Provides a commentary on live sporting or other events.
212114,Television Presenters,"Presents opinions on sports, politics, social and economic matters."
212114,Television Presenters,Makes community announcements.
212114,Television Presenters,Reads advertisements.
212114,Television Presenters,Presents advertisement interviews (advertorials) with advertising clients.
212114,Television Presenters,Meets with clients to discuss advertorials.
212114,Television Presenters,Attends promotional events and social functions.
212211,Authors,"Creates and develops ideas and themes for written works, such as novels, plays, musicals, screen productions, educational texts, information texts and multimedia products."
212211,Authors,"Researches subject matter through original and secondary materials, interviews and other media."
212211,Authors,"Plans, organises and writes material."
212212,Book and Script Editors,"Reviews and evaluates manuscripts of novels, biographies, short stories, poems, educational texts and other books, and ensures coherence of style and development of theme, plot and characterisation."
212212,Book and Script Editors,Advises publishers about potential of works for publication and conditions of publication contract.
212212,Book and Script Editors,"Negotiates publication details such as royalties, publication dates and numbers of copies to be printed."
212212,Book and Script Editors,"Reviews and assesses stories and other material for film, television, radio and stage productions."
212212,Book and Script Editors,"Directs the preparation of scripts to be read by announcers to introduce and connect parts of musicals, news, sports and special events programmes."
212311,"Art Directors (Film, Television or Stage)",Studies scripts and scenarios to determine theme and setting.
212311,"Art Directors (Film, Television or Stage)",Assesses locations and staging requirements for productions in association with specialist designers.
212311,"Art Directors (Film, Television or Stage)","Oversees creative aspects of film, television and stage productions."
212312,"Directors (Film, Television, Radio or Stage)",Studies scripts and scenarios to determine theme and setting.
212312,"Directors (Film, Television, Radio or Stage)",Assesses locations and staging requirements for productions in association with specialist designers.
212312,"Directors (Film, Television, Radio or Stage)","Oversees creative aspects of film, television, radio and stage productions."
212313,Cinematographers,"Determines lighting, film, shutter angles, filter factors, camera distance, depth of field and focus, angles of view and other variables to achieve desired mood and effect."
212313,Cinematographers,Views film and video tape to evaluate and select scenes and determine which scenes need to be re-shot.
212314,Film and Video Editors,Views film and video tape to evaluate and select scenes and determine which scenes need to be re-shot.
212314,Film and Video Editors,Plans and organises the preparation and presentation of programmes.
212315,Program Directors (Television or Radio),Studies scripts and scenarios to determine theme and setting.
212315,Program Directors (Television or Radio),Oversees creative aspects of television and radio productions.
212315,Program Directors (Television or Radio),Plans and organises the preparation and presentation of programmes.
212316,Stage Managers,"Supervises the positioning of scenery, props and the lighting and sound equipment."
212317,Technical Directors,"Assessing technical requirements of productions by studying scripts and discussing programme content, set locations and stage directions with the production team."
212318,Video Producers,"Chooses an idea, script, book or play to turn into a video."
212318,Video Producers,Chooses and hires the director for the project.
212318,Video Producers,Arranges finance and prepares the project (pre-production).
212318,Video Producers,Organises budget and production.
212318,Video Producers,"Chooses key creative staff with the director, including the main actors."
212318,Video Producers,Supervises production.
212318,Video Producers,Solves any production problems.
212318,Video Producers,Supervises the film's distribution.
212318,Video Producers,Plans the marketing of the finished film.
212318,Video Producers,Liaises with foreign co-producers.
212318,Video Producers,Makes videos for corporate clients.
212318,Video Producers,Be involved with marketing the production company and shows.
212318,Video Producers,Pursues projects for the company to work on.
212399,"Other Film, Television, Radio and Stage Directors",Studies scripts and scenarios to determine theme and setting.
212399,"Other Film, Television, Radio and Stage Directors",Researches and locates locations appropriate to the script.
212399,"Other Film, Television, Radio and Stage Directors",Assesses locations and stage requirements for productions.
212399,"Other Film, Television, Radio and Stage Directors",Determines lighting requirements.
212399,"Other Film, Television, Radio and Stage Directors",Supervises the positioning of lighting equipment.
212399,"Other Film, Television, Radio and Stage Directors",Locates talent to take on roles.
212399,"Other Film, Television, Radio and Stage Directors",Negotiates with actors and actresses.
212399,"Other Film, Television, Radio and Stage Directors",Manages cast including leads and extras to make sure they have what they need.
212411,Copywriters,"Determines advertising approach by consulting with clients and management, and studying products to establish principal selling features."
212411,Copywriters,"Writes advertisements for press, radio, television, cinema screens, billboards, catalogues and shop displays."
212412,Newspaper and Periodical Editors,Makes decisions about the specific content of publications in conjunction with other senior editors and in accordance with editorial policies and guidelines.
212412,Newspaper and Periodical Editors,"Reviews copy for publications to ensure conformity with accepted rules of grammar, style and format, coherence of story, and accuracy, legality and probity of content."
212413,Print Journalists,"Collects and analyses facts about newsworthy events from interviews, printed matter, investigations and observations."
212413,Print Journalists,"Writes news reports, commentaries, articles and feature stories for newspapers, magazines, and journals on topics of public interest."
212414,Radio Journalists,"Collects and analyses facts about newsworthy events from interviews, printed matter, investigations and observations."
212414,Radio Journalists,"Writes news reports, commentaries, articles and feature stories for radio on topics of public interest."
212416,Television Journalists,"Collects and analyses facts about newsworthy events from interviews, printed matter, investigations and observations."
212416,Television Journalists,"Writes news reports, commentaries, articles and feature stories for television on topics of public interest."
221111,Accountants (General),Assists in formulating budgetary and accounting policies.
221111,Accountants (General),"Prepares financial statements for boards of directors, management, shareholders, and governing and statutory bodies."
221111,Accountants (General),"Conducts financial investigations, prepares reports, undertaking audits and advises on matters such as the purchase and sale of businesses, mergers, capital financing, suspected fraud, insolvency and taxation."
221111,Accountants (General),Examines operating costs and income and expenditure.
221111,Accountants (General),Provides assurance about the accuracy of information contained in financial reports and compliance with statutory requirements.
221111,Accountants (General),"Provides financial and taxation advice on business structures, plans and operations."
221111,Accountants (General),Prepares tax returns.
221111,Accountants (General),Manages funds.
221111,Accountants (General),"Introduces and maintains accounting systems, and advises on the selection and application of computer-based accounting systems."
221111,Accountants (General),Maintains internal control systems.
221111,Accountants (General),May appraise cash flow and financial risk of capital investment projects.
221112,Management Accountants,Assists in formulating budgetary and accounting policies.
221112,Management Accountants,"Prepares financial statements for presentation to boards of directors, management, shareholders, and governing and statutory bodies."
221112,Management Accountants,"Conducts financial investigations, prepares reports, undertaking audits and advises on matters such as the purchase and sale of businesses, mergers, capital financing, suspected fraud, insolvency and taxation."
221112,Management Accountants,Examines operating costs and organisations' income and expenditure.
221112,Management Accountants,Provides assurance about the accuracy of information contained in financial reports and their compliance with statutory requirements.
221113,Taxation Accountants,Examines operating costs and organisations' income and expenditure.
221113,Taxation Accountants,Provides assurance about the accuracy of information contained in financial reports and their compliance with statutory requirements.
221113,Taxation Accountants,"Provides financial and taxation advice on business structures, plans and operations."
221113,Taxation Accountants,Prepares taxation returns for individuals and organisations.
221113,Taxation Accountants,Liaises with financial institutions and brokers to establish funds management arrangements.
221113,Taxation Accountants,"Introduces and maintains accounting systems, and advises on the selection and application of computer-based accounting systems."
221113,Taxation Accountants,Maintains internal control systems.
221113,Taxation Accountants,May appraise cash flow and financial risk of capital investment projects.
221211,Company Secretaries,"Arranges, gives notice of and attends meetings of directors and shareholders."
221211,Company Secretaries,"Advises organisations' governing boards on matters concerning compliance with stock exchange listing rules, relevant legislation and corporation practice."
221211,Company Secretaries,"Supervises organisations' share capital by preparing documents and share issues, and handling share transfers."
221212,Corporate Treasurers,Controls treasury and treasury systems and establishes and reviews risk management objectives and treasury policies.
221212,Corporate Treasurers,"Identifies, manages and reports on financial risks."
221212,Corporate Treasurers,"Assists with equity management, debt management, securities and taxation planning issues."
221212,Corporate Treasurers,"Collects, analyses and interprets information on the financial standing, cost structures and trading effectiveness of organisations."
221213,External Auditors,"Identifies, manages and reports on financial risks."
221213,External Auditors,"Assists with equity management, debt management, securities and taxation planning issues."
221213,External Auditors,"Collects, analyses and interprets information on the financial standing, cost structures and trading effectiveness of organisations."
221213,External Auditors,"Devises, re-organises and establishes budgetary cost control and other accounting systems such as computer-based systems."
221213,External Auditors,"Conducts audits and investigations and prepares financial statements and reports for management, shareholders, and governing and statutory bodies."
221213,External Auditors,"Evaluates the cost effectiveness and risks of operational processes, activities, policies and systems."
221213,External Auditors,"Establishes audit objectives, and designs and implements audit methodologies, processes and audit report criteria."
221214,Internal Auditors,"Assists with equity management, debt management, securities and taxation planning issues."
221214,Internal Auditors,"Collects, analyses and interprets information on the financial standing, cost structures and trading effectiveness of organisations."
221214,Internal Auditors,"Devises, re-organises and establishes budgetary cost control and other accounting systems such as computer-based systems."
221214,Internal Auditors,"Conducts audits and investigations and prepares financial statements and reports for management, shareholders, and governing and statutory bodies."
221214,Internal Auditors,"Evaluates the cost effectiveness and risks of operational processes, activities, policies and systems."
221214,Internal Auditors,"Establishes audit objectives, and designs and implements audit methodologies, processes and audit report criteria."
222111,Commodities Traders,"Monitors commodity prices, trends and other factors affecting the supply and demand for commodities."
222111,Commodities Traders,"Negotiates the purchase and sale of commodities such as grains, wool, minerals and metals."
222112,Finance Brokers,"Determines the specific financial and insurance requirements of clients, and researches and reviews available finance and insurance products for suitability to meet clients' requirements."
222112,Finance Brokers,"Analyses clients' financial status, discusses financial options and develops financial strategies."
222112,Finance Brokers,Recommends loan combinations that meet clients' needs.
222113,Insurance Brokers,"Interviews prospective clients to explain insurance policy conditions, risks covered, premium rates and benefits, and to make recommendations on the amount and type of cover."
222113,Insurance Brokers,"Arranges insurance, home loan mortgages and other types of finance for clients through banks, lenders, financiers and insurance companies."
222113,Insurance Brokers,Identifies and advising on significant risk changes to clients' insurance.
222199,Other Financial Brokers,"Brokers complex and commercial leases, equipment finance, commercial finance, project finance and finance for property developers."
222211,Financial Market Dealers,"Obtains information on securities, market conditions, government regulations and financial circumstances of clients."
222211,Financial Market Dealers,"Interprets data from securities reports, financial periodicals and stock-quotation viewer screens."
222211,Financial Market Dealers,Analyses financial markets and financial market products.
222211,Financial Market Dealers,"Provides information and offers advice on financial market matters, market conditions and the history and prospects of corporations."
222211,Financial Market Dealers,Executes buy and sell orders in the market place on behalf of clients.
222211,Financial Market Dealers,Relays trade information to clients such as the number of contracts bought and sold and the price.
222299,Other Financial Dealers,"Obtains information on market conditions, government regulations and financial circumstances of clients."
222299,Other Financial Dealers,"Interprets data from securities reports, financial periodicals and stock-quotation viewer screens."
222299,Other Financial Dealers,Analyses financial markets and financial market products.
222299,Other Financial Dealers,"Provides information and offers advice on financial market matters, market conditions and the history and prospects of corporations."
222299,Other Financial Dealers,Executes buy and sell orders in the market place on behalf of clients.
222311,Financial Investment Advisers,"Interviews prospective clients to determine financial status and objectives, discusses financial options and develops financial plans and investment strategies."
222311,Financial Investment Advisers,"Monitors investment performance, and reviews and revises investment plans based on modified needs and changes in markets."
222311,Financial Investment Advisers,Recommends and arranges insurance cover for clients.
222311,Financial Investment Advisers,Arranges to buy and sell stocks and bonds for clients.
222311,Financial Investment Advisers,"Advises on investment strategies, sources of funds and the distribution of earnings."
222311,Financial Investment Advisers,"Sets financial objectives, and develops and implements strategies for achieving the financial objectives."
222311,Financial Investment Advisers,Manages funds raised from personal superannuation savings policies and unit trusts.
222311,Financial Investment Advisers,May refer clients to other organisations to obtain services outlined in financial plans.
222312,Financial Investment Managers,"Interviews prospective clients to determine financial status and objectives, discusses financial options and develops financial plans and investment strategies."
222312,Financial Investment Managers,"Monitors investment performance, and reviews and revises investment plans based on modified needs and changes in markets."
222312,Financial Investment Managers,Recommends and arranges insurance cover for clients.
222312,Financial Investment Managers,Arranges to buy and sell stocks and bonds for clients.
222312,Financial Investment Managers,"Advises on investment strategies, sources of funds and the distribution of earnings."
222312,Financial Investment Managers,"Sets financial objectives, and develops and implements strategies for achieving the financial objectives."
222312,Financial Investment Managers,Manages funds raised from personal superannuation savings policies and unit trusts.
222312,Financial Investment Managers,May refer clients to other organisations to obtain services outlined in financial plans.
223111,Human Resource Advisers,"Arrange for advertising of job vacancies, interviewing and testing of applicants, and selection of staff."
223111,Human Resource Advisers,Maintains personnel records and associated human resource information systems.
223111,Human Resource Advisers,"Provides advice and information to management on workplace relations policies and procedures, staff performance and disciplinary matters."
223111,Human Resource Advisers,"Arrange the induction of staff and provide information on conditions of service, salaries and promotional opportunities."
223111,Human Resource Advisers,"Receive and record job vacancy information from employers such as details about job description, wages and conditions of employment."
223111,Human Resource Advisers,Provide information on current job vacancies in the organisation to employers and job seekers.
223111,Human Resource Advisers,"Undertakes negotiations on terms and conditions of employment, and examines and resolves disputes and grievances."
223111,Human Resource Advisers,"Studies and interprets legislation, awards, collective agreements and employment contracts, wage payment systems and dispute settlement procedures."
223111,Human Resource Advisers,"Develops, plans and formulates enterprise agreements or collective contracts such as productivity-based wage adjustment procedures, workplace relations policies and programs, and procedures for their implementation."
223111,Human Resource Advisers,Oversees the formation and conduct of workplace consultative committees and employee participation initiatives.
223112,Recruitment Consultants,"Arranges for advertising of job vacancies, interviewing and testing of applicants, and selection of staff."
223112,Recruitment Consultants,"Receives and records job vacancy information from employers such as details about job description, wages and conditions of employment."
223112,Recruitment Consultants,Provides information on current job vacancies in the organisation to employers and job seekers.
223112,Recruitment Consultants,Undertakes negotiations on terms and conditions of employment.
223113,Workplace Relations Advisers,Maintains personnel records and associated human resource information systems.
223113,Workplace Relations Advisers,"Arranges the induction of staff and provides information on conditions of service, salaries and promotional opportunities."
223113,Workplace Relations Advisers,"Receives and records job vacancy information from employers such as details about job description, wages and conditions of employment."
223113,Workplace Relations Advisers,"Studies and interprets legislation, awards, collective agreements and employment contracts, wage payment systems and dispute settlement procedures."
223113,Workplace Relations Advisers,"Develops, plans and formulates enterprise agreements or collective contracts such as productivity-based wage adjustment procedures, workplace relations policies and programmes, and procedures for their implementation."
223113,Workplace Relations Advisers,Oversees the formation and conduct of workplace consultative committees and employee participation initiatives.
224111,Actuaries,"Defines, analyses and solves complex financial and business problems relating to areas such as insurance premiums, annuities, superannuation funds, pensions and dividends."
224111,Actuaries,"Examines financial projections for general insurance companies, finance companies, government and other organisations."
224111,Actuaries,"Designs new types of policies, assesses risks and analyses investments in life insurance, superannuation funds, health insurance, friendly societies, financial markets and other areas."
224112,Mathematicians,Formulates mathematical models to simulate processes.
224112,Mathematicians,"Applies models to experimental observations, and adjusts and recasts the models."
224112,Mathematicians,Uses numerical analysis methods to develop algorithms and perform computations.
224112,Mathematicians,Liaises with management and clients to determine the subject or area to be surveyed or examined.
224112,Mathematicians,"Specifies the data to be collected, and the methodology to be used in collection and analysis."
224112,Mathematicians,Evaluates and describes the reliability and utility of source information.
224112,Mathematicians,"Analyses and interprets data, and produces relevant statistics to describe and infer particular trends and patterns."
224113,Statisticians,Formulates mathematical models to simulate processes.
224113,Statisticians,"Applies models to experimental observations, and adjusts and recasts the models."
224113,Statisticians,Uses numerical analysis methods to develop algorithms and perform computations.
224113,Statisticians,Liaises with management and clients to determine the subject or area to be surveyed or examined.
224113,Statisticians,"Specifies the data to be collected, and the methodology to be used in collection and analysis."
224113,Statisticians,Evaluates and describes the reliability and utility of source information.
224113,Statisticians,Analyses and interprets data and produces relevant statistics to describe and infer particular trends and patterns.
224211,Archivists,"Evaluates and preserves records for administrative, historical, legal, evidential and other purposes."
224211,Archivists,"Prepares record-keeping systems, indexes, guides and procedures for archival research and for the retention and destruction of records."
224211,Archivists,"Identifies and classifies specimens and objects, and arranges restoration work."
224211,Archivists,Examines items and arranges examinations to determine condition and authenticity.
224212,Gallery and Museum Curators,Plans and organises the acquisition and display of material.
224212,Gallery and Museum Curators,"Arranges the layout and lighting of historical, scientific or art displays."
224212,Gallery and Museum Curators,"Researches items in displays and produces publications, delivers public lecturers and initiates exhibitions."
224212,Gallery and Museum Curators,"Identifies and classifies specimens and objects, and arranges restoration work."
224212,Gallery and Museum Curators,Examines items and arranges examinations to determine condition and authenticity.
224212,Gallery and Museum Curators,Manages organisations' central records systems.
224213,Health Information Managers,Designs and revises medical record forms.
224213,Health Information Managers,Manages organisations' central records systems.
224214,Records Managers,Manages organisations' central records systems.
224214,Records Managers,"Analyses the record-keeping needs of organisations, and translates these needs into record management systems."
224214,Records Managers,"Maintains computerised and other record management systems and record forms, and advises on their usage."
224214,Records Managers,"Controls access to confidential information, and recommends codes of practice and procedures for accessing records."
224214,Records Managers,"Develops record cataloguing, coding and classification systems, and monitoring their use."
224411,Intelligence Officers,Determines organisational and client intelligence requirements.
224411,Intelligence Officers,"Organises, collects, collates and analyses data, and develops intelligence information such as electronic surveillance."
224411,Intelligence Officers,"Compiles and disseminates intelligence information using briefings, maps, charts, reports and other methods."
224411,Intelligence Officers,Ascertains the accuracy of data collected and reliability of sources.
224411,Intelligence Officers,Conducts threat and risk assessments and developing responses.
224412,Policy Analysts,Liaises and consults with program administrators and other interested parties to identify policy needs.
224412,Policy Analysts,Reviews existing policies and legislation to identify anomalies and out-of-date provisions.
224412,Policy Analysts,"Researches social, economic and industrial trends, and client expectations of programs and services provided."
224412,Policy Analysts,"Formulates and analyses policy options, prepares briefing papers and recommendations for policy changes, and advises on preferred options."
224412,Policy Analysts,"Assesses impacts, financial implications, interactions with other programs and political and administrative feasibility of policies."
224511,Land Economists,Provides advice on land and property financing and valuation matters.
224511,Land Economists,Researches and advises on the administration and use of land and property.
224511,Land Economists,Develops and implements sales and leasing proposals for commercial land and property.
